test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,Teste de carga de endpoint de busca de deck por id,00:01:00,global information,30000,28591,1409,476.5,2109.48,11183.19,65299.61,11075.58,13533.18,17088.51,19038.21,4506.25,0,0,0,0
