test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,Teste de carga de endpoint de busca de deck por id,00:01:00,global information,30000,29592,408,493.2,2.62,964.33,31662.14,720.38,1441.79,1867.78,9125.89,2446.08,0,0,0,0
